UserID,TARGET,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61
187726,0,0.035792,-14940,-4776,,1,1,1,1,0,2,2,17,0,1,1,0.568221545,0.461482391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1587,0,0,0,0,0,0,0,0,2
178210,0,0.030755,-14729,-1373,,1,1,0,1,0,2,2,14,0,0,0,0.41853955,,0.0608,0.0674,0.1667,0.0417,0.0473,0.0471,0.0539,0.0116,0.0515,0.062,0.0699,0.9816,0.0287,0,0.1379,0.0417,0.0484,0.0514,0.0561,0.0117,0.0545,0.0614,0.0674,0.7518,0.0286,0,0.1379,0.1667,0.0482,0.0479,0.0548,0.0526,8,0,0,0,1,0,0,0,,,,
314459,0,0.008625,-11758,-1495,26,1,1,0,1,1,1,2,11,0,0,0,0.394445716,0.372333666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,-689,0,1,0,0,0,0,1,0,5
426212,0,0.035792,-19144,-2660,14,1,1,1,1,0,2,2,14,0,0,0,0.358965925,0.252598698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1355,0,1,0,0,0,1,1,0,3
345809,0,0.019689,-15128,-4205,3,1,1,0,1,0,3,2,16,0,0,0,0.590355867,0.481249341,0.0505,0.034,0.2292,0.375,0.0371,0.0605,0.0579,0,0.011,0.0273,0,0.9821,0.0177,0,0.069,0.375,0.0258,0.0661,0.0212,0,0,0.051,0.034,0.7585,0.0176,0.04,0.069,0.2292,0.0378,0.0616,0.078,0.0112,5,1,-1536,0,1,0,0,0,0,0,0,3
162088,0,0.04622,-19165,-2728,,1,1,0,1,0,1,1,13,1,0,0,0.676882508,0.53348163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,0,2
105803,0,0.025164,-15207,-4448,,1,1,0,1,0,4,2,11,0,1,1,0.355987476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-508,0,1,0,0,0,,,,
104364,1,0.015221,-9711,-76,,1,1,1,1,0,2,2,15,0,0,0,0.000255576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,,,,
436552,0,0.032561,-19296,-2843,,1,1,0,1,0,1,1,16,0,0,0,0.788784938,0.754406173,0.3433,0.2238,0.3333,,0.218,,0.357,,0.1828,0.3498,0.2322,0.9806,,0.3625,0.3103,,0.223,,0.3719,,0.1935,0.3466,0.2238,0.7383,,0.36,0.3103,0.3333,0.2218,,0.3634,0.1866,0,0,-285,0,1,0,0,0,0,0,0,1
324308,0,0.002042,-12818,-1926,,1,1,1,1,0,3,3,12,0,0,0,0.298313254,,,,,,,,0.0714,,,,,0.9856,,,,,,,0.0744,,,,,,,,,,,,0.0726,,0,0,-506,0,0,0,0,0,,,,
206155,0,0.00702,-18170,-1723,,1,1,1,1,0,2,2,13,0,1,1,0.296658894,0.280789574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1170,0,1,0,0,0,0,0,2,4
448066,0,0.016612,-16729,-277,8,1,1,0,1,0,3,2,18,0,1,1,0.52916742,0.303146374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-113,0,1,0,0,0,0,0,0,1
377385,0,0.030755,-15889,-1654,,1,1,0,1,0,1,2,16,0,0,0,0.655229224,0.805019662,0.168,0.0645,0.3333,0.375,0.0452,0.137,0.0883,0,0,0.1712,0.067,0.9856,0.1282,0.0403,0.0345,0.375,0.0463,0.1497,0.092,0,0,0.1697,0.0645,0.8054,0.1279,0.04,0.0345,0.3333,0.046,0.1394,0.0899,0,9,0,-533,0,1,0,0,0,0,1,1,2
117980,0,0.015221,-15953,-5170,,1,1,0,1,0,2,2,13,0,0,0,0.549754897,0.652896552,0.0928,0.0801,0.1667,,0.0744,,0.0871,,,0.0945,0.0831,0.9786,,,0.2069,,0.0761,,0.0907,,,0.0937,0.0801,,,,0.2069,0.1667,0.0757,,0.0887,,7,0,0,0,1,0,0,0,0,0,0,4
126356,0,0.008474,-20733,-3661,26,1,1,0,1,0,2,2,17,0,0,0,0.477809939,0.368968738,0.0928,0.0651,0.1667,,,,0.0856,,0.0183,0.0945,0.0676,0.9777,,0,0.2069,,,,0.0892,,0.0194,0.0937,0.0651,,,0,0.2069,0.1667,,,0.0872,0.0187,0,0,-897,0,1,0,0,0,0,0,0,2
452576,0,0.003818,-20537,-4033,,1,1,1,1,0,2,2,6,0,0,0,0.528480881,,0.0247,0,0.0833,0.0417,0.0091,0.0202,0.0142,0,0,0.0252,0,0.9801,0.0036,0,0.069,0.0417,0.0093,0.022,0.0148,0,0,0.025,0,0.7316,0.0036,0,0.069,0.0833,0.0092,0.0205,0.0144,0,0,0,-448,0,1,0,0,0,,,,
114351,0,0.019101,-17979,-1528,,1,1,1,1,0,2,2,13,1,1,0,0.761188788,0.740799088,0.0722,0.0499,0.4583,0.0417,0.0068,0.058,0.0707,0.0039,0.012,0.0735,0.0518,0.9866,0.0352,0.0806,0.0345,0.0417,0.007,0.0634,0.0736,0.0039,0.0127,0.0729,0.0499,0.8189,0.0351,0.08,0.0345,0.4583,0.0069,0.059,0.072,0.0122,0,0,-746,0,0,1,0,0,0,0,1,1
283508,1,0.006305,-12627,-2837,14,1,1,0,1,0,3,3,6,0,0,0,0.629098238,0.728141299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,-2354,0,1,0,0,0,0,0,0,0
204053,1,0.030755,-10140,-1229,,1,1,1,1,0,2,2,12,0,0,0,0.590429902,0.047274818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-867,0,1,0,0,0,0,0,0,0
109351,1,0.022625,-9298,-1612,,1,1,1,1,0,1,2,12,0,1,1,0.159655761,0.374020803,0.067,0.0389,0.3333,,0.0524,,0.0582,,0.0354,0.0683,0.0404,0.9896,0.0261,0.0403,0.0345,,0.0536,,0.0607,,0.0375,0.0677,0.0389,,0.026,0.04,0.0345,0.3333,0.0533,,0.0593,0.0361,2,0,-572,0,1,0,0,0,0,0,1,1
169511,0,0.008625,-10126,-2787,4,1,1,1,1,0,2,2,18,0,1,0,0.622250915,0.142872523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-544,0,0,0,0,0,0,0,0,1
200280,0,0.035792,-8255,-875,,1,1,0,1,0,3,2,14,0,0,0,0.518700873,0.53527625,0.1021,0.1064,0.1667,0.2083,0.1437,0.0824,0.0916,0.0039,0.0104,0.104,0.1104,0.9772,0.0115,0,0.2069,0.2083,0.147,0.09,0.0954,0.0039,0.011,0.1031,0.1064,0.6914,0.0114,0,0.2069,0.1667,0.1462,0.0838,0.0932,0.0106,0,0,-706,0,1,0,0,0,1,0,0,2
194056,0,0.030755,-11624,-4104,,1,1,0,1,0,2,2,11,0,0,0,0.736986513,0.681705878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,-1735,0,0,0,0,0,0,1,2,7
279545,0,0.04622,-11704,-1050,64,1,1,0,1,1,4,1,14,0,0,0,0.72677897,0.073965146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-704,0,1,0,0,0,0,0,0,1
248407,0,0.030755,-11273,-3799,,1,1,0,1,0,3,2,12,0,0,0,0.243802152,0.508286991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-891,0,1,0,0,0,0,0,1,5
347786,0,0.072508,-22258,-4341,,1,0,0,1,0,2,1,12,0,0,0,0.446619579,0.652896552,0.2894,0.2868,0.2396,0.2812,0,0.236,0.2428,0,0.0457,0.1775,0.1915,0.9762,0,0,0.069,0.2083,0,0.1552,0.1401,0,0,0.3102,0.3009,0.678,0,0,0.5172,0.1667,0,0.2548,0.266,0,1,0,-1508,0,0,0,1,0,0,0,0,1
134324,0,0.01452,-16971,-518,,1,1,0,1,0,2,2,11,0,0,0,0.393125007,0.851008703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,-542,0,1,0,0,0,0,0,0,4
282172,0,0.020246,-23262,-5193,,1,0,0,1,0,2,3,13,0,0,0,0.515107783,0.357293268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1426,0,1,0,0,0,0,0,2,3
377468,0,0.030755,-15413,-3626,,1,1,0,1,0,1,2,16,0,0,0,0.664841241,0.456109739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0
286491,0,0.00963,-23040,-4711,,1,0,0,1,0,1,2,15,0,0,0,0.473921144,0.529889834,0.0309,0.0397,0.125,0.1667,0.0153,0.0252,0.0233,0,0.0048,0.0315,0.0412,0.9732,,0,0.069,0.1667,0.0157,0.0275,0.0243,0,0.0051,0.0312,0.0397,0.6377,,0,0.069,0.125,0.0156,0.0257,0.0237,0.0049,0,0,0,0,1,0,0,0,0,0,1,1
379369,0,0.028663,-10061,-2696,,1,1,0,1,0,3,2,14,0,0,0,0.571582279,0.617826147,0.0691,0.108,0.1667,0.2083,0.0369,0.0538,0.0743,0.0116,0.018,0.0704,0.1121,0.9851,0.0158,0,0.2069,0.2083,0.0377,0.0588,0.0774,0.0117,0.0191,0.0697,0.108,0.7987,0.0158,0,0.2069,0.1667,0.0375,0.0547,0.0757,0.0184,1,1,-1453,0,1,0,0,0,0,1,2,1
147090,1,0.032561,-15444,-4094,14,1,1,1,1,0,2,1,10,0,0,0,0.660196441,0.11247435,0.1216,0.1175,0.5417,0.5833,0.0597,0.0983,0.0828,0.0039,0.065,0.1239,0.122,0.9826,0.0425,0.0806,0.0345,0.5833,0.0611,0.1074,0.0863,0.0039,0.0688,0.1228,0.1175,0.7652,0.0424,0.08,0.0345,0.5417,0.0608,0.1,0.0843,0.0664,0,0,-716,0,1,0,0,0,0,1,0,0
111092,1,0.020246,-10134,-2814,,1,1,0,1,0,1,3,9,0,0,0,0.110121017,0.202086602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-97,0,1,0,0,0,0,0,0,3
282901,1,0.019101,-14324,-5183,,1,1,0,1,0,3,2,10,1,0,0,0.286711102,0.223831317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-72,0,1,0,0,0,0,1,3,0
278059,0,0.007274,-12829,-3973,,1,1,0,1,0,3,2,13,0,0,0,0.413492575,,0.1485,0.0929,0.3333,0.0417,0.0284,0.121,0.0886,0,0,0.1513,0.0964,0.9861,0.0333,0.1611,0.1379,0.0417,0.029,0.1322,0.0923,0,0,0.1499,0.0929,0.8121,0.0332,0.16,0.1379,0.3333,0.0289,0.1231,0.0902,0,0,0,-653,0,0,0,0,0,,,,
112583,0,0.018029,-16664,-224,,1,1,0,1,0,2,3,12,0,0,0,0.628301907,0.65452928,0.2402,0.1584,0.3333,0.375,0.1624,0.1891,0.2631,0.0309,0.0321,0.2447,0.1643,0.9851,0.1065,0.282,0.2414,0.375,0.1661,0.2066,0.2741,0.0311,0.034,0.2425,0.1584,0.7987,0.1062,0.28,0.2414,0.3333,0.1652,0.1924,0.2678,0.0328,2,0,0,0,0,0,0,0,0,0,1,1
306690,0,0.008866,-16027,-4512,10,1,1,0,1,0,2,2,16,0,0,0,0.537141035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,0,1,0,0,0,0,0,0,0
228485,0,0.028663,-9992,-2649,,1,1,0,1,0,1,2,9,0,0,0,0.551497188,0.323311245,0.2082,0.1636,0.3333,0.375,0.1309,0.1614,0.174,0.0386,0.1357,0.2122,0.1698,0.9811,0.0328,0.1611,0.1379,0.375,0.1339,0.1763,0.1813,0.0389,0.1437,0.2103,0.1636,0.7451,0.0327,0.16,0.1379,0.3333,0.1332,0.1642,0.1771,0.1386,3,0,0,0,1,0,0,0,0,0,0,0
244320,0,0.016612,-9266,-1589,10,1,1,1,1,0,2,2,10,0,0,0,0.530888727,0.320163367,0.0753,0,0.1667,0.2083,0.041,0.0605,0.0613,0.0039,0.0108,0.0767,0,0.9762,0.0274,0,0.1034,0.2083,0.042,0.0661,0.0639,0.0039,0.0114,0.076,0,0.678,0.0273,0,0.1034,0.1667,0.0417,0.0616,0.0624,0.011,0,0,-26,0,0,0,0,0,0,0,0,0
129091,0,0.018801,-20009,-3491,,1,1,0,1,0,2,2,14,0,0,0,0.40021089,0.448962273,0.1227,0.065,0.375,0.4167,0,0.1,0.0547,0,0.0553,0.125,0.0674,0.9866,0.0222,0.1208,0.1034,0.4167,0,0.1093,0.057,0,0.0585,0.1239,0.065,0.8189,0.0221,0.12,0.1034,0.375,0,0.1018,0.0557,0.0564,0,0,-800,0,1,0,0,0,0,0,0,0
205284,0,0.003069,-20720,-638,,1,0,0,1,0,2,3,11,0,0,0,0.568141066,0.483050188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1405,0,0,0,1,0,0,0,0,2
174531,0,0.018209,-10049,-449,18,1,1,1,1,0,1,3,8,0,1,0,0.26668225,0.692559067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-707,0,0,0,0,0,0,0,1,1
165446,0,0.031329,-14899,-1557,,1,1,0,1,0,2,2,9,0,0,0,0.161066105,0.350695843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1
227904,0,0.020246,-18753,-2251,,1,1,1,1,0,2,3,7,0,1,0,0.535852285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,-1918,0,1,0,0,0,,,,
125041,1,0.018801,-12873,-4635,3,1,1,0,1,0,3,2,10,0,1,0,0.120612739,0.071055125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,-397,0,1,0,0,0,0,1,0,3
176845,0,0.018209,-10884,-2461,8,1,1,0,1,0,3,3,14,0,1,0,0.117541412,0.707699345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-4,0,1,0,0,0,0,0,0,0
410171,1,0.031329,-14212,-4298,,1,1,0,1,0,3,2,10,0,0,0,0.194215112,0.562060483,0.0722,0.066,0.1667,0.2083,0.0614,0.0588,0.0652,0,0,0.0735,0.0685,0.9777,0.009,0,0.1379,0.2083,0.0628,0.0643,0.0679,0,0,0.0729,0.066,0.6981,0.009,0,0.1379,0.1667,0.0624,0.0599,0.0664,0,0,0,-2817,0,1,0,0,0,0,0,0,1
147342,0,0.018029,-18151,-1437,20,1,1,0,1,0,2,3,9,0,0,0,0.02302261,,0.0928,0.1252,0.1667,0.0417,0,,0.0881,,0,0.0945,0.1299,0.9772,0.012,0,0.2069,0.0417,0,,0.0918,,0,0.0937,0.1252,0.6914,0.012,0,0.2069,0.1667,0,,0.0897,0,1,0,-2096,0,1,0,0,0,,,,
333077,0,0.018634,-12733,-436,,1,1,0,1,0,3,2,18,0,0,0,0.429685621,,0.0577,0.0636,0.0833,0.125,0.0146,0.0471,0.0168,0,0,0.0588,0.066,0.9752,0.0029,0,0.1034,0.125,0.0149,0.0514,0.0175,0,0,0.0583,0.0636,0.6645,0.0029,0,0.1034,0.0833,0.0148,0.0479,0.0171,0,0,0,-453,0,0,0,0,0,,,,
201489,0,0.018029,-15407,-4505,,1,1,0,1,0,3,3,11,0,0,0,0.559164954,0.694092643,0.0825,0.0659,0.1667,0.2083,0.0644,0.0664,0.0698,0.0039,0.0031,0.084,0.0683,0.9757,0.0289,0,0.1379,0.2083,0.0658,0.0725,0.0727,0.0039,0.0033,0.0833,0.0659,0.6713,0.0288,0,0.1379,0.1667,0.0655,0.0676,0.071,0.0031,6,0,-2376,0,1,0,0,0,0,1,0,4
402157,0,0.009657,-11524,-3908,,1,1,0,1,1,1,2,16,0,1,1,0.315374578,0.554946769,0.5546,0.5219,0.3333,0.375,0.35,0.4522,0.6065,0,0.0161,0.5651,0.5416,0.9831,0.195,0.6042,0.5172,0.375,0.358,0.494,0.6319,0,0.0171,0.56,0.5219,0.7719,0.1944,0.6,0.5172,0.3333,0.3561,0.46,0.6174,0.0164,0,0,0,0,1,0,0,0,0,0,0,3
250457,0,0.04622,-11607,-1514,2,1,1,0,1,0,1,1,11,0,0,0,0.765188307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-650,0,0,0,0,0,0,0,0,0
288183,0,0.031329,-11127,-3660,11,1,1,0,1,0,4,2,11,0,0,0,0.589255436,0.445396242,0.117,0.1694,0.1667,0.2083,,0.0946,0.1075,0.0425,0.0207,0.021,0.0263,0.9846,0.0043,0,0.0345,0.2083,,0.0184,0.022,0.0078,0,0.1181,0.1694,,0.0182,0,0.1552,0.1667,,0.0962,0.1095,0.0212,2,1,-1882,0,1,0,0,0,0,0,0,1
170826,0,0.018029,-9457,-137,,1,1,0,1,0,2,3,13,0,0,0,0.632779714,,0.0778,0.0588,0.25,0.2917,0.0537,0.0609,0.0736,0.0116,0.0118,0.0756,0.0526,0.9742,0.0081,0,0.069,0.2083,0.055,0.0661,0.0678,0,0,0.0786,0.0588,0.7048,0.0139,0.04,0.1034,0.25,0.0547,0.062,0.0749,0.0121,5,0,-751,0,1,0,0,0,,,,
259664,0,0.007274,-11012,-2451,,1,1,0,1,0,2,2,10,0,1,1,0.441102905,0.54065445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,4
373883,1,0.0105,-9131,-1666,,1,1,0,1,0,3,3,12,0,0,0,0.031144824,0.171468367,0.0082,,0.0417,,0.0039,,0.0066,,0,0.0084,,0.9801,,0,0.0345,,0.004,,0.0069,,0,0.0083,,,,0,0.0345,0.0417,0.0039,,0.0068,0,0,0,-368,0,1,0,0,0,0,0,0,1
387984,0,0.00823,-19433,-2936,,1,1,0,1,0,2,2,12,0,1,1,0.610352917,0.798137231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-2,0,1,0,0,0,0,0,0,0
449702,0,0.022625,-11125,-3731,,1,1,1,1,0,2,2,13,0,0,0,0.454767057,0.222580765,0.0165,0.0466,0.0417,0.0833,0.0149,0.0134,0.0141,0,0,0.0168,0.0483,0.9831,0.0019,0,0.069,0.0833,0.0153,0.0147,0.0147,0,0,0.0167,0.0466,0.7719,0.0019,0,0.069,0.0417,0.0152,0.0137,0.0144,0,3,2,-2,0,1,0,0,0,0,1,0,1
308161,0,0.04622,-9956,-2618,6,1,1,0,1,0,3,1,16,0,1,1,0.651048027,0.595456203,0.0619,,0.1667,,0.0095,,0.0343,,0,0.063,,0.9826,,0,0.1379,,0.0097,,0.0358,,0,0.0625,,,,0,0.1379,0.1667,0.0096,,0.0349,0,0,0,-1803,0,1,0,0,0,0,0,1,3
452809,0,0.016612,-22080,-4350,,1,0,0,1,0,2,2,9,0,0,0,0.474368231,0.70620511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1343,0,0,0,1,0,0,0,0,3
443211,0,0.00712,-22853,-4482,,1,0,0,1,0,1,2,7,0,0,0,0.714279286,0.743559314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1167,0,0,0,1,0,0,0,0,3
247960,0,0.006233,-13765,-2796,,1,1,0,1,0,2,2,17,0,0,0,0.500318963,0.093225095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-436,0,1,0,0,0,0,0,0,3
400898,1,0.031329,-15994,-2613,,1,1,0,1,0,2,2,10,0,0,0,0.509283605,0.310818254,0.0082,,0.0417,0.0833,0.0042,0.0067,0.0037,0,0,0.0084,,0.9742,0,0,0.2759,0.0833,0.0043,0.0073,0.0038,0,0,0.0083,,0.6511,0,0,0.2759,0.0417,0.0043,0.0068,0.0037,0,1,1,-1352,0,1,0,0,0,0,0,2,2
224997,0,0.011657,-14679,-2929,,1,1,0,1,0,2,1,15,1,0,0,0.725256539,0.79344903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1644,0,1,0,0,0,0,0,0,0
302914,0,0.007114,-21300,-4155,5,1,1,1,1,0,2,2,13,0,1,1,0.6955758,0.119877961,0.0619,0.0627,0.1667,0.0417,0.0573,0.0504,0.0543,0,0,0.063,0.065,0.9846,0.0089,0,0.1379,0.0417,0.0587,0.0551,0.0566,0,0,0.0625,0.0627,0.792,0.0089,0,0.1379,0.1667,0.0583,0.0513,0.0553,0,0,0,-713,0,0,1,0,0,0,0,0,1
